,season,episode,category,value,clue,answer
136,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",GEMSTONES! MEET THE GEMSTONES!,"DD: 5,000",This birthstone is used in abrasives for polishing & grinding; the color pairs with gold as an official one for Florida State,garnet
137,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",CYBERSECURITY,600,"Companies consider cybersecurity when instructing employees with a policy on BYOD, short for this",bring your own device
138,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",JUST THE FACTS,600,Chinese & Portuguese are the official languages of this special administrative region of China,Macau
139,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","AN ""OK"" CATEGORY",600,"""Subterranean Homesick Alien"" is on this Radiohead album",OK Computer
140,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",JANUARY IN HISTORY,800,"The January 1870 cartoon ""A Live Jackass Kicking a Dead Lion"" was this man's first use of a donkey to symbolize Democrats",Nast
141,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",CHRISTOPHER PLUMMER PUDDING,800,"(Christopher Plummer delivers the clue.)  My dearest friend was this late actor; we often appeared onstage together & he won 2 consecutive Oscars in the 1970s, the first for playing newspaperman Ben Bradlee",Jason Robards
142,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",GEMSTONES! MEET THE GEMSTONES!,800,"We quote the ancient Wang Chung: ""Take your baby by the wrist, & in her mouth"" this purple quartz variety & February birthstone",amethyst
143,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",CYBERSECURITY,800,"A ransomware attack that encrypted 3,800 City of Atlanta computers demanded 6 of these digital items to unfreeze them",Bitcoins
144,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",JUST THE FACTS,800,This largest moon of Pluto is about half the dwarf planet's size,Charon
145,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","AN ""OK"" CATEGORY",800,"This group was at one point the house band for ""This American Life"" on public radio",OK Go
146,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",JANUARY IN HISTORY,1000,"Angered at the U.N.'s support of Malaysia, this Indonesian president withdrew his country from the U.N. in January 1965",Sukarno
147,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",CHRISTOPHER PLUMMER PUDDING,1000,"(Christopher Plummer delivers the clue.)  In the film ""The Last Station"" I play this Russian author caught between his worshipers & family; the title refers to the setting of my death scene",Tolstoy
148,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",GEMSTONES! MEET THE GEMSTONES!,1000,"Let's get sanguine about this mineral AKA heliotrope, prized in the Middle Ages",bloodstone
149,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",CYBERSECURITY,1000,Beware of these types of programs that track every stroke you make while typing in an effort to glean your password,keylogging programs
150,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",JUST THE FACTS,1000,"Tornadoes are rated from EF0 to EF5, the ""E"" standing for ""enhanced"" & the ""F"", for this Japanese-American meteorologist",Fujita
151,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","AN ""OK"" CATEGORY",1000,The best of the 4 possible positions used in transactional analysis is the title of this 1960s self-help book,I\'m OK – You\'re OK
152,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",PLANE SCIENCE,400,A ramp is one of these simple machines,inclined plane
153,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",SAME FIRST & LAST LETTER,400,"Those with a ""fast"" one of these tend to burn calories pretty quickly",metabolism
154,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",IT COMES THIRD,400,"At equestrian 3-day events, the first day is for dressage, second for endurance riding & third for ""stadium show"" this",jumping
155,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",MUSIC & LEGEND,400,"Grieg was displeased with his own ""In the Hall of"" this monarch from ""Peer Gynt"", writing, ""it reeks of cow-turds & super-Norwegianism""",the Mountain King
156,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","""I"" WROTE",400,"The security at this author's ""Hotel New Hampshire"" is Susie, a woman in an animal costume",John Irving
157,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",THE DAM BILL,400,"In May 1938 congress authorized building the Kentucky Dam, soon the largest dam run by this New Deal agency",the TVA
158,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",PLANE SCIENCE,800,An earthquake happens when a slip occurs along this type of plane,a fault
159,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",SAME FIRST & LAST LETTER,800,The toast slainte literally means this,health
160,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",IT COMES THIRD,800,"The Third Amendment is about this activity, a word actually from the Latin for ""fourth""",quartering of troops
161,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",MUSIC & LEGEND,800,Philip Glass wrote an opera to be played as the soundtrack of Jean Cocteau's movie of this girl-&-monster tale,La Belle et la Bête (Beauty and the Beast)
162,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","""I"" WROTE",800,"Doctor Stockmann is the crusading title character in this playwright's ""An Enemy of the People""",Ibsen
163,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",THE DAM BILL,800,"The Carey Act & the Reclamation Act helped this Wild West showman build Shoshone Dam, later named for him",Buffalo Bill
164,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",PLANE SCIENCE,1200,Light waves with electric fields that vibrate in only a single plane have been this,polarized
165,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",SAME FIRST & LAST LETTER,1200,A resident of Najaf or Kirkuk,Iraqi
166,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",IT COMES THIRD,1200,"Beethoven was going to dedicate his 3rd symphony to Napoleon; instead he called it this, for ""the memory of a great man""",Eroica
167,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",MUSIC & LEGEND,1200,She's the title character singing in a Purcell opera after Aeneas has left her,Dido
168,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","""I"" WROTE",1200,"""Berlin Stories"" grew out of this British author's time in Germany during the Weimar Republic",(Christopher) Isherwood
169,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",THE DAM BILL,1200,"Construction began on Oroville Dam before it was fully funded by the Burns-Porter Act, a ballot initiative in this state",California
170,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",PLANE SCIENCE,1600,Plane trigonometry employs the law of these ratios between the side of a triangle opposite an angle & its hypotenuse,sines
171,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",SAME FIRST & LAST LETTER,1600,"This word for extreme malice was also the name of Jabba's nasty beast that Luke killed in ""Return of the Jedi""",rancor
172,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",IT COMES THIRD,1600,"Of the 7 countries that make up Central America, this one is alphabetically third",El Salvador
173,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",MUSIC & LEGEND,"DD: 3,000",A pas de deux based on music by Samuel Barber premiered in 1975 with Baryshnikov as Jason & Carla Fracci as her,Medea
174,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","""I"" WROTE",1600,"Books on Ben Franklin & Leonardo da Vinci are included in this author's ""The Genius Biographies"" box set",Walter Isaacson
175,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",THE DAM BILL,1600,A 1973 act of Congress approved funding for a replacement dam at American Falls on this river in the Northwest,the Snake
176,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",PLANE SCIENCE,2000,"(Sarah of the Clue Crew delivers the clue.)  All the planets orbit the Sun within seven degrees of this plane, whose name comes from an astronomical event",the ecliptic
177,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",SAME FIRST & LAST LETTER,2000,It's a Hollywood term for a long prose synopsis of a screenplay,treatment
178,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",IT COMES THIRD,2000,"""Arrow of God"", about a Nigerian priest dealing with missionaries, is the last book he wrote in what's called his ""African Trilogy""",(Chinua) Achebe
179,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",MUSIC & LEGEND,2000,"""Asturias"" by this grade-""A"" Spanish composer has the subtitle ""Leyenda"", meaning ""legend""",Albéniz
180,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020","""I"" WROTE",2000,"""Who Let the Dogs In?"" is about the many outrageous politicians encountered by this witty Texas columnist",Molly Ivins
181,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",THE DAM BILL,"DD: 2,000",The 1935 bill authorizing this humongous concrete dam mentions the Columbia Basin Compact,the Grand Coulee Dam
182,goattournament,"The Greatest of All Time game #6 - Thursday, January 9, 2020",21st CENTURY OSCAR WINNERS,,"These 2 foreign-born directors have each won 2 Best Director Oscars, but none of their films has won Best Picture",Ang Lee & Alfonso Cuarón
183,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",A MILLION BUCKS AIN'T WHAT IT USED TO BE,200,"With a million bucks you could have seen 20 million movies at one of these early 1900s theaters, as the name told you",a nickelodeon
184,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",COMEDIANS,200,"(Conan O'Brien delivers the clue.) Strange but true: this comedian from Worcester, Massachusetts is my cousin, & when he came on my show he told me he's often mistaken for other celebrities, like Willem Dafoe & Jane Lynch",Denis Leary
185,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",THE ALPS,200,"The peak known as the Mönch (""monk"") stands between the Jungfrau (""maiden"") & the Eiger, this type of creature in English",ogre
186,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",I'M NOT WEARING ANY PANTS,200,"The name of this ancient garment from a single piece of cloth is related to the Latin word for ""to cover""",a toga
187,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",PREQUELS & SEQUELS,200,"After becoming heir to a chocolate factory, Charlie goes on another adventure, this time in a ""great glass"" one of these",an elevator
188,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",BUY A VOWEL,200,Add a vowel to what brevity is the soul of & get a verb meaning to cool your heels,wit & wait
189,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",A MILLION BUCKS AIN'T WHAT IT USED TO BE,400,"In the first sale of a diamond for a mil, in 1969, the parent co. of this French jeweler outbid Richard Burton, then sold it to him",Cartier
190,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",COMEDIANS,400,"Played by this man, salesman-manager David Brent returned in 2016, trying to get his rock band off the ground",Ricky Gervais
191,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",THE ALPS,400,"The Alps are often treeless at the tops, but forests below are filled with larch, beech & these conifers related to pines",spruce
192,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",I'M NOT WEARING ANY PANTS,400,In the 17th century the belted plaid developed into this garment,a kilt
193,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",PREQUELS & SEQUELS,400,"Set for release in 2020 is Suzanne Collins' ""The Ballad of Songbirds and Snakes"", a prequel to this series",The Hunger Games
194,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",BUY A VOWEL,400,A thing's physical magnitude adds a vowel & becomes a verb meaning to snatch,size & seize
195,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",A MILLION BUCKS AIN'T WHAT IT USED TO BE,600,"In 1957 a million bucks would have paid for a helluva baseball team; this man, No. 24 for the Giants, made $50,000",Willie Mays
196,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",COMEDIANS,600,"She does stand-up definitely for adults but voiced Vanellope Von Schweetz in the kids' movie ""Wreck-It Ralph""",Sarah Silverman
197,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",THE ALPS,600,"Forming part of France's frontier with Italy, it's the highest peak in the Alps",Mont Blanc
198,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",I'M NOT WEARING ANY PANTS,600,"Basically a belt plus a front flap, it was a simple garment for men in Ancient Egypt; Tarzan makes one from deerskin",a loincloth
199,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",PREQUELS & SEQUELS,600,"Elmore Leonard brought back former loan shark Chili Palmer in ""Be Cool"", his sequel to this bestseller",Get Shorty
200,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",BUY A VOWEL,600,A word meaning to move quickly afoot adds a vowel & becomes to wreck or destroy,run & ruin
201,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",A MILLION BUCKS AIN'T WHAT IT USED TO BE,800,In 1938 this first Superman comic cost a dime; now a million bucks will get you a third of one copy,Action Comics
202,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",COMEDIANS,800,"Seen here, this Brit played a high school director in ""Hamlet 2"" & got blown to bits as a director in ""Tropic Thunder""",Steve Coogan
203,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",THE ALPS,800,"The Alps are the source of many major rivers including the Rhine, the Rhone & this 405-mile waterway that flows to the Adriatic",the Po
204,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",I'M NOT WEARING ANY PANTS,800,"Worn by men & women, the chiton was a long tunic dating back to this ancient Greek period, also a word for ""outmoded""",archaic
205,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",PREQUELS & SEQUELS,800,"Edited by the author's son Christopher & published in 1977, it's a history of Middle-earth before ""Lord of the Rings""",Silmarillion
206,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",BUY A VOWEL,800,A fluid for writing adds a vowel & becomes this barnyard clamor,ink & oink
207,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",A MILLION BUCKS AIN'T WHAT IT USED TO BE,1000,"Probably the USA's only millionaire in 1799 was Elias Derby, who sent the 1st ship from New Eng. to Guangzhou, then called this",Canton
208,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",COMEDIANS,1000,"In ""Dolemite Is My Name"", Eddie Murphy tells the story of this entertainer who had a stand-up act of his own back in the day",Rudy Ray Moore
209,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",THE ALPS,"DD: 1,400","Thought to be 5,300 years old, a mummified Neolithic ""iceman"" given this first name was found in the Alps in 1991",Ötzi
210,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",I'M NOT WEARING ANY PANTS,1000,Here's this early 17th-century British monarch wearing a trim doublet jacket with matching skirt & hose,James I
211,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",PREQUELS & SEQUELS,1000,"In 1847 Herman Melville published this sequel to ""Typee"" subtitled ""A Narrative of Adventures in the South Seas""",Omoo
212,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",BUY A VOWEL,1000,"An eisteddfod winner adds a vowel & becomes a long, flat piece of pine",bard & board
213,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WHAT'S IN YOUR BRAIN?,400,Sulci are grooves on the brain surface; this German pathologist noted wide sulci in a 1906 autopsy of a dementia patient,Alzheimer
214,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",TV GREEN THUMB,400,"This TV comedy wasn't about pesky garden plants, but rather about Mary-Louise Parker's budding pot business",Weeds
215,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",GOVERNMENT IN CRISIS,400,"Following the 2011 ouster of this longtime president, Egypt's armed forces suspended its constitution",Mubarak
216,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",CHARACTERS ON STAGE,400,"In ""Our Town"", this role sounds like part of the crew, but it's the narrator",the Stage Manager
217,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WORD ORIGINS,400,"Greek for ""sacred"" & ""carving"" gives us this word for a writing system",hieroglyphics
218,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",ROAD TRIP!,400,You're nearing the eastern end of I-44 when you enter St. Louis & see this 630-foot-tall thing,the Gateway Arch
219,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WHAT'S IN YOUR BRAIN?,800,"The main parts of a neuron are the cell body, an axon & these, branching out to receive input",the dendrites
220,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",TV GREEN THUMB,800,"The plants on either side of the host & guests on this web series, also a 2019 TV movie, are the Boston, or sword, variety",Between Two Ferns
221,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",GOVERNMENT IN CRISIS,800,"Last name of the man who dismissed prime minister Mohammad Mosaddegh in August 1953, with some outside help",Pahlavi (the Shah)
222,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",CHARACTERS ON STAGE,800,"(Glenn Close delivers the clue.)  35 years before ""The Greatest Showman"", I sang down the house as Chairy, the wife of this man--but I did it for hundreds of performances on Broadway",(P.T.) Barnum
223,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WORD ORIGINS,800,This word for any pose in hatha yoga is from the Sanskrit,asana
224,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",ROAD TRIP!,800,"We'll stop in Butler, Penn. & Florham Park, N.J. to go back to childhood of yore in attractions called ""Little Red"" this",schoolhouses
225,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WHAT'S IN YOUR BRAIN?,1200,"Look at me! This ""in the back of the head"" brain lobe is responsible for processing visual information",occipital
226,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",TV GREEN THUMB,1200,"On ""The Handmaid's Tale"", this wife of Commander Waterford has some pivotal scenes in her greenhouse",Serena
227,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",GOVERNMENT IN CRISIS,1200,Parliament gained supremacy over the president in an 1877 crisis early in this ordinal French republic,the Third Republic
228,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",CHARACTERS ON STAGE,1200,A very long-titled play by Peter Weiss features the Marquis de Sade & this murdered French revolutionary,Marat
229,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WORD ORIGINS,1200,This sled drawn by 3 horses has a Russian name,a troika
230,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",ROAD TRIP!,1200,"Dad, dry your eyes & get in the car--it's time to hit I-5 & road-trip your youngest to this southernmost U. of California campus",UCSD (San Diego)
231,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WHAT'S IN YOUR BRAIN?,1600,This pea-sized gland secretes a hormone regulating sleep; science has not confirmed Descartes' belief that it's the seat of the soul,the pineal
232,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",TV GREEN THUMB,1600,"Played by Carolyn Jones in the '60s, she loved to cut the heads off her roses & rejoiced when her thorns came in sharp",Morticia Addams
233,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",GOVERNMENT IN CRISIS,"DD: 9,200",This 1832-33 crisis ended when South Carolina backed down from its efforts to void federal law,Nullification
234,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",CHARACTERS ON STAGE,1600,"(Glenn Close delivers the clue.)  I kept the costumes from the first time I performed on Broadway in ""Sunset Boulevard"" & I brought them back with me when I returned to play this iconic role in the 2017 revival",Norma Desmond
235,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WORD ORIGINS,"DD: 3,400","This condition was thought to arise from an excess of black bile, the origin of its name",melancholia
236,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",ROAD TRIP!,1600,"Forget Route 66! We're going north to south on this numerical highway that turns into the ""Blues Highway"" down south",61
237,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WHAT'S IN YOUR BRAIN?,2000,"From a Latin word for ""edge"", this primitive ""system"" of nerves helps run basic behavior like feeding, fighting & fleeing",the limbic system
238,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",TV GREEN THUMB,2000,"Jean-Luc Picard once helped Boothby, played by this onetime TV Martian, to replant some flowers at Starfleet Academy",Ray Walston
239,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",GOVERNMENT IN CRISIS,2000,"In November 2019 Jeanine Áñez Chávez declared herself Bolivia's president, replacing this man who had resigned under pressure",Evo Morales
240,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",CHARACTERS ON STAGE,2000,"In the last line of ""Waiting for Godot"", he tells Vladimir, ""Yes, let's go""",Estragon
241,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",WORD ORIGINS,2000,"This fancy word for a scar is actually just Latin for ""scar""",cicatrix
242,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",ROAD TRIP!,2000,"An ""On the Road"" trip will take you to Larimer Street in this city where Sal hangs with Dean before heading for the coast",Denver
243,goattournament,"The Greatest of All Time game #5 - Thursday, January 9, 2020",U.S. POLITICAL HISTORY,,These 2 now-defunct parties each gave the U.S. 4 presidents in the 19th century,Democratic-Republican & Whig
244,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",MOZART,200,"(Sarah of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  On January 27, 1756 Anna Mozart gave birth in this room to a son they named Wolfgang; his middle name was Theophilus, or ""beloved of God"", but we know it better as this Latin name meaning the same",Amadeus
245,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THE ____ OF ____,200,"On the Moon, it's where the Eagle landed July 20, 1969",the Sea of Tranquility
246,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THIS WILL TIE YOUR ROOM TOGETHER,200,"In Islam, many prayer rugs have an arch-shaped design called a mihrab, which the user faces toward this city before kneeling",Mecca
247,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THEY'RE BACK!,200,"Submitted for your approval, Jordan Peele as host & narrator of the reboot of this anthology series",The Twilight Zone
248,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",NAME THE DECADE,200,Christopher Columbus makes his last transatlantic trip: the first decade of this century,the 1500s (or the 16th)
249,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS,200,"""The Field Guide to Goats"" says to be sure to discourage aggression, as a goat doing this to you with his head can break a bone",butting
250,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",MOZART,400,"(Jimmy of the Clue Crew reports from the Mozart Residence in Salzburg, Austria.)  In 1783 Mozart visited his hometown for the last time, staying with his dad & working on his ""Mass in C minor"", which like his famous ""Requiem"" was left in this condition",unfinished
251,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THE ____ OF ____,400,"In the '60s & in a song from ""Hair"", it was the ""dawning of"" this",the Age of Aquarius
252,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THIS WILL TIE YOUR ROOM TOGETHER,400,These Native American people who call themselves Dine are known for their patterned rugs,the Navajo
253,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THEY'RE BACK!,400,The reboot of this soapy series about the wealthy Carrington & Colby families changed the setting from Denver to Atlanta,Dynasty
254,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",NAME THE DECADE,400,The Erie Canal is completed & opens for business,the 1820s
255,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS,400,"Unlike cow milk, goat milk is naturally this, with emulsified fats & non-separated cream",homogenized
256,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",MOZART,600,"(Jimmy of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  Salzburg craftsman Andreas Mayr made a child's violin that Mozart would receive in 1762; Wolfgang would go on to compose five of these works for violin & orchestra",a concerto
257,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THE ____ OF ____,600,"In the news in 1961, Bahía de Cochinos is better known to us as this",Bay of Pigs
258,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THIS WILL TIE YOUR ROOM TOGETHER,600,Sisal rugs are made from the fibers of this succulent that's also used to make beer & other alcoholic beverages,agave
259,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THEY'RE BACK!,600,"In 2019 this detective was back on the case, working with her dad to solve cases in Neptune, California",Veronica Mars
260,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",NAME THE DECADE,600,The Salem witch trials,the 1690s
261,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS,600,"Since 1900 the mascot of this institute of higher learning has been ""Bill the Goat""",the Naval Academy
262,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",MOZART,800,"(Sarah of the Clue Crew reports from the Mozart Residence in Salzburg, Austria.)  Young Mozart dedicated the work ""Dream of Scipio"" to his Salzburg patron Prince-Archbishop Colloredo, a strict man guided by this ""bright"" intellectual movement of the times",the Enlightenment
263,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THE ____ OF ____,800,Here's how one artist envisioned this ancient wonder,the Colossus of Rhodes
264,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THIS WILL TIE YOUR ROOM TOGETHER,800,Bijar carpets & Sanandaj rugs are products of this countryless people who live in an area ranging from Syria to Iran,the Kurds
265,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THEY'RE BACK!,800,This reboot made the divorced mom & her family Cuban American & moved the setting from Indianapolis to Los Angeles,One Day at a Time
266,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",NAME THE DECADE,800,The Black Death starts;the Battle of Crécy,the 1340s
267,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS,800,"Goat cheese is commonly called this, the French word for ""goat""",chèvre
268,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",MOZART,1000,"(Jimmy of the Clue Crew reports from the Mozart Birthplace in Salzburg, Austria.)  One of the most famous images of Mozart is this painting in his birthplace, in which a seven-year-old Mozart is wearing the outfit given to him by this Holy Roman Empress at the Viennese court",Maria Theresa
269,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THE ____ OF ____,1000,This bloody period of the French Revolution ended with the execution of Robespierre,the Reign of Terror
270,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THIS WILL TIE YOUR ROOM TOGETHER,1000,"Table coverings he painted in 16th-century portraits like the one of a merchant here led to a rug being named for this artist ""the Younger""",(Hans) Holbein (the Younger)
271,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",THEY'RE BACK!,1000,"Candace Cameron Bure stars as a grown-up, raising kids of her own, on this reboot",Fuller House
272,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",NAME THE DECADE,"DD: 1,000",The Tudor line begins its 5-monarch rule of England,the 1480s
273,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",GOATS,1000,"Mountain goats are genus Oreamnos; other goats, this genus, same as a filmmaking genius",Capra
274,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",I JUST TOOK A DNA TEST,400,DNA tests can tell you if you are this 7-letter holder of recessive genes for a genetic disease,a carrier
275,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",POP CULTURE PEOPLE,400,"Check out the clue while my DJ revolves it! This '90s rapper actually had a 2nd Top 40 hit: ""Play That Funky Music""; still waitin' on 3",Vanilla Ice
276,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020",AUDIBLE,400,"He simply titled his 2019 memoir ""Me""I knew that Taron Egerton was the right man to play me when I heard him sing ""Don't Let the Sun Go Down on Me"" -- he managed to get through it without threatening to murder anyone or screaming about Engelbert Humperdinck",Elton John
277,goattournament,"The Greatest of All Time game #4 - Wednesday, January 8, 2020","""G""EOGRAPHY",400,Lambeau knows this 118-mile-long inlet that receives the waters of the Fox River,Green Bay
